,s,p,o
13811,https://data.rkd.nl/artists/440315,deathdate,1984-12-24
13812,https://data.rkd.nl/artists/15460,deathdate,1484-07-01
13813,https://data.rkd.nl/artists/287322,deathdate,1936-08-28
13814,https://data.rkd.nl/artists/18781,deathdate,1781-03-15
13815,https://data.rkd.nl/artists/88505,deathdate,1931-06-28
13816,https://data.rkd.nl/artists/76461,deathdate,2019-12-19
13817,https://data.rkd.nl/artists/69747,deathdate,1912-06-27
13818,https://data.rkd.nl/artists/362353,deathdate,1979-03-04
13819,https://data.rkd.nl/artists/46249,deathdate,2019-02-14
13820,https://data.rkd.nl/artists/98609,deathdate,1994-11-03
13821,https://data.rkd.nl/artists/316332,deathdate,1954-01-22
13822,https://data.rkd.nl/artists/480369,deathdate,1806-05-27
13823,https://data.rkd.nl/artists/5833,deathdate,1806-10-10
13824,https://data.rkd.nl/artists/98839,deathdate,1735-07-15
13825,https://data.rkd.nl/artists/483691,deathdate,1803-08-02
13826,https://data.rkd.nl/artists/23944,deathdate,1936-03-31
13827,https://data.rkd.nl/artists/336811,deathdate,1925-12-24
13828,https://data.rkd.nl/artists/124000,deathdate,2016-10-30
13829,https://data.rkd.nl/artists/46304,deathdate,1984-06-19
13830,https://data.rkd.nl/artists/29866,deathdate,1977-08-23
13831,https://data.rkd.nl/artists/474403,deathdate,1780-06-12
13832,https://data.rkd.nl/artists/211317,deathdate,1998-03-09
13833,https://data.rkd.nl/artists/318261,deathdate,1880-09-06
13834,https://data.rkd.nl/artists/18699,deathdate,1873-11-08
13835,https://data.rkd.nl/artists/63734,deathdate,1583-11-08
13836,https://data.rkd.nl/artists/35579,deathdate,1988-02-08
13837,https://data.rkd.nl/artists/30929,deathdate,1997-02-25
13838,https://data.rkd.nl/artists/12709,deathdate,1877-02-02
13839,https://data.rkd.nl/artists/66182,deathdate,1962-05-17
13840,https://data.rkd.nl/artists/425362,deathdate,1930-05-16
13841,https://data.rkd.nl/artists/45476,deathdate,2002-08-11
13842,https://data.rkd.nl/artists/112406,deathdate,1918-10-07
13843,https://data.rkd.nl/artists/352762,deathdate,1924-08-30
13844,https://data.rkd.nl/artists/38679,deathdate,2001-10-20
13845,https://data.rkd.nl/artists/63008,deathdate,1943-11-08
13846,https://data.rkd.nl/artists/235923,deathdate,1945-10-25
13847,https://data.rkd.nl/artists/414235,deathdate,1834-06-17
13848,https://data.rkd.nl/artists/44398,deathdate,1949-11-08
13849,https://data.rkd.nl/artists/463050,deathdate,1914-04-07
13850,https://data.rkd.nl/artists/85101,deathdate,1983-10-29
13851,https://data.rkd.nl/artists/334410,deathdate,1988-11-08
13852,https://data.rkd.nl/artists/212365,deathdate,2019-10-21
13853,https://data.rkd.nl/artists/276727,deathdate,1969-10-02
13854,https://data.rkd.nl/artists/216760,deathdate,1919-06-03
13855,https://data.rkd.nl/artists/265561,deathdate,1981-11-08
13856,https://data.rkd.nl/artists/8068,deathdate,1665-06-21
13857,https://data.rkd.nl/artists/57371,deathdate,1944-03-05
13858,https://data.rkd.nl/artists/79407,deathdate,1660-07-27
13859,https://data.rkd.nl/artists/287614,deathdate,1845-07-10
13860,https://data.rkd.nl/artists/237895,deathdate,1978-11-08
13861,https://data.rkd.nl/artists/25942,deathdate,1993-02-09
13862,https://data.rkd.nl/artists/109889,deathdate,1946-03-09
13863,https://data.rkd.nl/artists/90742,deathdate,1890-05-27
13864,https://data.rkd.nl/artists/460912,deathdate,1984-09-03
13865,https://data.rkd.nl/artists/327945,deathdate,2019-12-20
13866,https://data.rkd.nl/artists/13501,deathdate,2017-02-16
13867,https://data.rkd.nl/artists/117239,deathdate,1799-04-15
13868,https://data.rkd.nl/artists/76183,deathdate,1910-02-14
13869,https://data.rkd.nl/artists/107795,deathdate,1981-04-13
13870,https://data.rkd.nl/artists/327591,deathdate,1959-07-16
13871,https://data.rkd.nl/artists/78363,deathdate,1929-03-04
13872,https://data.rkd.nl/artists/15018,deathdate,1957-05-09
13873,https://data.rkd.nl/artists/19030,deathdate,1537-01-12
13874,https://data.rkd.nl/artists/435009,deathdate,1910-05-01
13875,https://data.rkd.nl/artists/65330,deathdate,1637-01-03
13876,https://data.rkd.nl/artists/255465,deathdate,1944-11-30
13877,https://data.rkd.nl/artists/255847,deathdate,1958-08-03
13878,https://data.rkd.nl/artists/126707,deathdate,1979-08-12
13879,https://data.rkd.nl/artists/291300,deathdate,1957-08-14
13880,https://data.rkd.nl/artists/433030,deathdate,2006-04-16
13881,https://data.rkd.nl/artists/7369,deathdate,1968-11-08
13882,https://data.rkd.nl/artists/26684,deathdate,1967-10-21
13883,https://data.rkd.nl/artists/113224,deathdate,1861-12-19
13884,https://data.rkd.nl/artists/222177,deathdate,1946-11-15
13885,https://data.rkd.nl/artists/25930,deathdate,2008-05-21
13886,https://data.rkd.nl/artists/350930,deathdate,2006-11-11
13887,https://data.rkd.nl/artists/4354,deathdate,1780-09-07
13888,https://data.rkd.nl/artists/74848,deathdate,1983-01-29
13889,https://data.rkd.nl/artists/345079,deathdate,1974-04-30
13890,https://data.rkd.nl/artists/109652,deathdate,1824-12-06
13891,https://data.rkd.nl/artists/29810,deathdate,1667-01-17
13892,https://data.rkd.nl/artists/420324,deathdate,1843-12-19
13893,https://data.rkd.nl/artists/239319,deathdate,1969-11-08
13894,https://data.rkd.nl/artists/216080,deathdate,1940-09-07
13895,https://data.rkd.nl/artists/296568,deathdate,1959-03-02
13896,https://data.rkd.nl/artists/6665,deathdate,1994-10-17
13897,https://data.rkd.nl/artists/7619,deathdate,1877-11-08
13898,https://data.rkd.nl/artists/99162,deathdate,1745-07-25
13899,https://data.rkd.nl/artists/19279,deathdate,1962-02-16
13900,https://data.rkd.nl/artists/79498,deathdate,1926-07-23
13901,https://data.rkd.nl/artists/203680,deathdate,1976-10-07
13902,https://data.rkd.nl/artists/113372,deathdate,1941-11-08
13903,https://data.rkd.nl/artists/8489,deathdate,1911-11-08
13904,https://data.rkd.nl/artists/265206,deathdate,2018-09-10
13905,https://data.rkd.nl/artists/244411,deathdate,2002-03-25
13906,https://data.rkd.nl/artists/66340,deathdate,1895-06-23
13907,https://data.rkd.nl/artists/10267,deathdate,1895-01-03
13908,https://data.rkd.nl/artists/271795,deathdate,1975-08-03
13909,https://data.rkd.nl/artists/20055,deathdate,1668-09-02
13910,https://data.rkd.nl/artists/79193,deathdate,1957-10-25
13911,https://data.rkd.nl/artists/19828,deathdate,1964-06-18
13912,https://data.rkd.nl/artists/225488,deathdate,2004-01-07
13913,https://data.rkd.nl/artists/59493,deathdate,2005-04-06
13914,https://data.rkd.nl/artists/93700,deathdate,1940-11-23
13915,https://data.rkd.nl/artists/20753,deathdate,2007-11-25
13916,https://data.rkd.nl/artists/28527,deathdate,1740-10-29
13917,https://data.rkd.nl/artists/3327,deathdate,1974-10-08
13918,https://data.rkd.nl/artists/430499,deathdate,1469-01-28
13919,https://data.rkd.nl/artists/12909,deathdate,1990-06-17
13920,https://data.rkd.nl/artists/19345,deathdate,1927-06-01
13921,https://data.rkd.nl/artists/40380,deathdate,1984-11-08
13922,https://data.rkd.nl/artists/4741,deathdate,1846-11-08
13923,https://data.rkd.nl/artists/433410,deathdate,1915-05-10
13924,https://data.rkd.nl/artists/16707,deathdate,1970-05-25
13925,https://data.rkd.nl/artists/361670,deathdate,1909-12-19
13926,https://data.rkd.nl/artists/361226,deathdate,1910-11-08
13927,https://data.rkd.nl/artists/29871,deathdate,1782-01-04
13928,https://data.rkd.nl/artists/92924,deathdate,1988-05-05
13929,https://data.rkd.nl/artists/388610,deathdate,1985-11-08
13930,https://data.rkd.nl/artists/317855,deathdate,2019-07-19
13931,https://data.rkd.nl/artists/78727,deathdate,1704-11-08
13932,https://data.rkd.nl/artists/37329,deathdate,1951-01-25
13933,https://data.rkd.nl/artists/331138,deathdate,1888-10-18
13934,https://data.rkd.nl/artists/360511,deathdate,1918-11-05
13935,https://data.rkd.nl/artists/25459,deathdate,2009-07-21
13936,https://data.rkd.nl/artists/84592,deathdate,2013-05-25
13937,https://data.rkd.nl/artists/433206,deathdate,1917-11-18
13938,https://data.rkd.nl/artists/86337,deathdate,1990-11-08
13939,https://data.rkd.nl/artists/421163,deathdate,1872-08-26
13940,https://data.rkd.nl/artists/362685,deathdate,1957-03-29
13941,https://data.rkd.nl/artists/16085,deathdate,1879-02-18
13942,https://data.rkd.nl/artists/88775,deathdate,1923-01-23
13943,https://data.rkd.nl/artists/124899,deathdate,2005-04-05
13944,https://data.rkd.nl/artists/64651,deathdate,1956-06-17
13945,https://data.rkd.nl/artists/223980,deathdate,1959-02-18
13946,https://data.rkd.nl/artists/241328,deathdate,1851-11-08
13947,https://data.rkd.nl/artists/45556,deathdate,1963-02-27
13948,https://data.rkd.nl/artists/239036,deathdate,1993-06-09
13949,https://data.rkd.nl/artists/443440,deathdate,1996-11-08
13950,https://data.rkd.nl/artists/88059,deathdate,1978-05-09
13951,https://data.rkd.nl/artists/354561,deathdate,1828-11-13
13952,https://data.rkd.nl/artists/68397,deathdate,1857-04-22
13953,https://data.rkd.nl/artists/351113,deathdate,1988-11-08
13954,https://data.rkd.nl/artists/64314,deathdate,1736-01-17
13955,https://data.rkd.nl/artists/79492,deathdate,1730-10-07
13956,https://data.rkd.nl/artists/88902,deathdate,1932-04-15
13957,https://data.rkd.nl/artists/440275,deathdate,1991-01-25
13958,https://data.rkd.nl/artists/299219,deathdate,2007-09-10
13959,https://data.rkd.nl/artists/319477,deathdate,1936-02-29
13960,https://data.rkd.nl/artists/91920,deathdate,1920-09-27
13961,https://data.rkd.nl/artists/481519,deathdate,2018-01-31
13962,https://data.rkd.nl/artists/14255,deathdate,1994-05-02
13963,https://data.rkd.nl/artists/15784,deathdate,1980-08-23
13964,https://data.rkd.nl/artists/217420,deathdate,1952-11-08
13965,https://data.rkd.nl/artists/76565,deathdate,1842-04-10
13966,https://data.rkd.nl/artists/316772,deathdate,1849-12-20
13967,https://data.rkd.nl/artists/43574,deathdate,1855-08-03
13968,https://data.rkd.nl/artists/63580,deathdate,1977-11-06
13969,https://data.rkd.nl/artists/451452,deathdate,1925-09-14
13970,https://data.rkd.nl/artists/59512,deathdate,1963-05-14
13971,https://data.rkd.nl/artists/33073,deathdate,1930-12-30
13972,https://data.rkd.nl/artists/36906,deathdate,1993-05-30
13973,https://data.rkd.nl/artists/303066,deathdate,1928-02-17
13974,https://data.rkd.nl/artists/310834,deathdate,1983-02-19
13975,https://data.rkd.nl/artists/219122,deathdate,1953-01-24
13976,https://data.rkd.nl/artists/222764,deathdate,2018-08-17
13977,https://data.rkd.nl/artists/50857,deathdate,1944-01-30
13978,https://data.rkd.nl/artists/293055,deathdate,2022-12-28
13979,https://data.rkd.nl/artists/81305,deathdate,1988-06-02
13980,https://data.rkd.nl/artists/129096,deathdate,1302-03-08
13981,https://data.rkd.nl/artists/233722,deathdate,1977-12-15
13982,https://data.rkd.nl/artists/19060,deathdate,2008-12-20
13983,https://data.rkd.nl/artists/89138,deathdate,1994-09-13
13984,https://data.rkd.nl/artists/123981,deathdate,1982-04-04
13985,https://data.rkd.nl/artists/245949,deathdate,1929-12-17
13986,https://data.rkd.nl/artists/61542,deathdate,1860-03-16
13987,https://data.rkd.nl/artists/22057,deathdate,1925-11-02
13988,https://data.rkd.nl/artists/236320,deathdate,1926-06-10
13989,https://data.rkd.nl/artists/31426,deathdate,1722-11-08
13990,https://data.rkd.nl/artists/116471,deathdate,1997-10-13
13991,https://data.rkd.nl/artists/293254,deathdate,2003-11-14
13992,https://data.rkd.nl/artists/9796,deathdate,1967-01-15
13993,https://data.rkd.nl/artists/375213,deathdate,1876-09-06
13994,https://data.rkd.nl/artists/57352,deathdate,1582-11-08
13995,https://data.rkd.nl/artists/429838,deathdate,1985-11-08
13996,https://data.rkd.nl/artists/424726,deathdate,1929-04-19
13997,https://data.rkd.nl/artists/445835,deathdate,1820-03-29
13998,https://data.rkd.nl/artists/313649,deathdate,1992-11-08
13999,https://data.rkd.nl/artists/232076,deathdate,2018-09-18
14000,https://data.rkd.nl/artists/28658,deathdate,1610-01-21
14001,https://data.rkd.nl/artists/46693,deathdate,1986-01-09
14002,https://data.rkd.nl/artists/483399,deathdate,1673-04-08
14003,https://data.rkd.nl/artists/416164,deathdate,1927-06-10
14004,https://data.rkd.nl/artists/334695,deathdate,1906-12-18
14005,https://data.rkd.nl/artists/85297,deathdate,1998-02-08
14006,https://data.rkd.nl/artists/5419,deathdate,1971-06-21
14007,https://data.rkd.nl/artists/331149,deathdate,1991-06-17
14008,https://data.rkd.nl/artists/88490,deathdate,1979-04-25
14009,https://data.rkd.nl/artists/47500,deathdate,1636-11-08
14010,https://data.rkd.nl/artists/316511,deathdate,2004-07-07
14011,https://data.rkd.nl/artists/354418,deathdate,1938-03-25
14012,https://data.rkd.nl/artists/489878,deathdate,1984-11-08
14013,https://data.rkd.nl/artists/71370,deathdate,1947-11-04
14014,https://data.rkd.nl/artists/62289,deathdate,1955-06-29
14015,https://data.rkd.nl/artists/22724,deathdate,1995-09-05
14016,https://data.rkd.nl/artists/461653,deathdate,1900-04-12
14017,https://data.rkd.nl/artists/338058,deathdate,2005-07-30
14018,https://data.rkd.nl/artists/425207,deathdate,1976-10-20
14019,https://data.rkd.nl/artists/110483,deathdate,1963-03-19
14020,https://data.rkd.nl/artists/90365,deathdate,1953-01-14
14021,https://data.rkd.nl/artists/355466,deathdate,1954-01-04
14022,https://data.rkd.nl/artists/1042,deathdate,1636-12-09
14023,https://data.rkd.nl/artists/223186,deathdate,1961-09-02
14024,https://data.rkd.nl/artists/65198,deathdate,1828-01-23
14025,https://data.rkd.nl/artists/94254,deathdate,1953-06-27
14026,https://data.rkd.nl/artists/500356,deathdate,1699-12-24
14027,https://data.rkd.nl/artists/130650,deathdate,1462-02-21
14028,https://data.rkd.nl/artists/314682,deathdate,1991-08-17
14029,https://data.rkd.nl/artists/9096,deathdate,1628-01-18
14030,https://data.rkd.nl/artists/232868,deathdate,1977-07-28
14031,https://data.rkd.nl/artists/257686,deathdate,1978-01-01
14032,https://data.rkd.nl/artists/202518,deathdate,1531-12-15
14033,https://data.rkd.nl/artists/56332,deathdate,1817-11-08
14034,https://data.rkd.nl/artists/71702,deathdate,1547-06-21
14035,https://data.rkd.nl/artists/417147,deathdate,1894-10-20
14036,https://data.rkd.nl/artists/55565,deathdate,1986-06-26
14037,https://data.rkd.nl/artists/4031,deathdate,1964-03-14
14038,https://data.rkd.nl/artists/304785,deathdate,1912-11-22
14039,https://data.rkd.nl/artists/291050,deathdate,1949-09-15
14040,https://data.rkd.nl/artists/15986,deathdate,1724-07-08
14041,https://data.rkd.nl/artists/34394,deathdate,1808-04-18
14042,https://data.rkd.nl/artists/64083,deathdate,1927-07-18
14043,https://data.rkd.nl/artists/16337,deathdate,1817-07-06
14044,https://data.rkd.nl/artists/57902,deathdate,1512-11-08
14045,https://data.rkd.nl/artists/52207,deathdate,1801-02-18
14046,https://data.rkd.nl/artists/88401,deathdate,1952-02-17
14047,https://data.rkd.nl/artists/237708,deathdate,1967-08-08
14048,https://data.rkd.nl/artists/343046,deathdate,1767-08-22
14049,https://data.rkd.nl/artists/466276,deathdate,1947-02-02
14050,https://data.rkd.nl/artists/90593,deathdate,1934-07-11
14051,https://data.rkd.nl/artists/315175,deathdate,1937-11-08
14052,https://data.rkd.nl/artists/362919,deathdate,1924-11-28
14053,https://data.rkd.nl/artists/78676,deathdate,1837-10-11
14054,https://data.rkd.nl/artists/36358,deathdate,1978-07-22
14055,https://data.rkd.nl/artists/272588,deathdate,1942-11-08
14056,https://data.rkd.nl/artists/3953,deathdate,1971-04-08
14057,https://data.rkd.nl/artists/10570,deathdate,1986-09-30
14058,https://data.rkd.nl/artists/305336,deathdate,1986-12-15
14059,https://data.rkd.nl/artists/218645,deathdate,1906-06-02
14060,https://data.rkd.nl/artists/12764,deathdate,1986-07-12
14061,https://data.rkd.nl/artists/109577,deathdate,1991-02-11
14062,https://data.rkd.nl/artists/367128,deathdate,2008-02-03
14063,https://data.rkd.nl/artists/297671,deathdate,1919-06-23
14064,https://data.rkd.nl/artists/297314,deathdate,1973-11-08
14065,https://data.rkd.nl/artists/273141,deathdate,1833-11-28
14066,https://data.rkd.nl/artists/303524,deathdate,1981-11-08
14067,https://data.rkd.nl/artists/468066,deathdate,1794-05-06
14068,https://data.rkd.nl/artists/76661,deathdate,1957-07-29
14069,https://data.rkd.nl/artists/38385,deathdate,2004-06-07
14070,https://data.rkd.nl/artists/31127,deathdate,1957-01-15
14071,https://data.rkd.nl/artists/75880,deathdate,1788-02-02
14072,https://data.rkd.nl/artists/31115,deathdate,1983-08-20
14073,https://data.rkd.nl/artists/204928,deathdate,1734-06-27
14074,https://data.rkd.nl/artists/50945,deathdate,1942-01-31
14075,https://data.rkd.nl/artists/323904,deathdate,2012-10-24
14076,https://data.rkd.nl/artists/267617,deathdate,1967-11-23
14077,https://data.rkd.nl/artists/310441,deathdate,1883-11-17
14078,https://data.rkd.nl/artists/2840,deathdate,1987-03-22
14079,https://data.rkd.nl/artists/515726,deathdate,1557-04-29
14080,https://data.rkd.nl/artists/23880,deathdate,2005-05-17
14081,https://data.rkd.nl/artists/233962,deathdate,1911-10-07
14082,https://data.rkd.nl/artists/90278,deathdate,1991-10-16
14083,https://data.rkd.nl/artists/25009,deathdate,1834-12-31
14084,https://data.rkd.nl/artists/75037,deathdate,1933-10-15
14085,https://data.rkd.nl/artists/49590,deathdate,1796-02-10
14086,https://data.rkd.nl/artists/347338,deathdate,1976-11-08
14087,https://data.rkd.nl/artists/25278,deathdate,1960-06-12
14088,https://data.rkd.nl/artists/131167,deathdate,1979-04-24
14089,https://data.rkd.nl/artists/310447,deathdate,2004-05-18
14090,https://data.rkd.nl/artists/125894,deathdate,1983-11-08
14091,https://data.rkd.nl/artists/96435,deathdate,1935-06-30
14092,https://data.rkd.nl/artists/61599,deathdate,1628-10-17
14093,https://data.rkd.nl/artists/222779,deathdate,1986-09-02
14094,https://data.rkd.nl/artists/449345,deathdate,1959-11-08
14095,https://data.rkd.nl/artists/28731,deathdate,1784-08-14
14096,https://data.rkd.nl/artists/304342,deathdate,1955-04-08
14097,https://data.rkd.nl/artists/121397,deathdate,1629-08-29
14098,https://data.rkd.nl/artists/208,deathdate,1809-06-04
14099,https://data.rkd.nl/artists/40734,deathdate,1960-09-08
14100,https://data.rkd.nl/artists/64616,deathdate,1709-08-31
14101,https://data.rkd.nl/artists/1992,deathdate,1949-02-13
14102,https://data.rkd.nl/artists/421973,deathdate,1932-01-18
14103,https://data.rkd.nl/artists/63295,deathdate,1996-08-02
14104,https://data.rkd.nl/artists/34600,deathdate,1805-09-21
14105,https://data.rkd.nl/artists/49108,deathdate,1971-07-08
14106,https://data.rkd.nl/artists/81849,deathdate,1814-03-05
14107,https://data.rkd.nl/artists/94301,deathdate,1976-06-19
14108,https://data.rkd.nl/artists/86195,deathdate,1969-09-01
14109,https://data.rkd.nl/artists/328638,deathdate,1943-07-31
14110,https://data.rkd.nl/artists/204523,deathdate,1740-06-12
14111,https://data.rkd.nl/artists/463373,deathdate,1957-05-13
14112,https://data.rkd.nl/artists/83575,deathdate,1937-06-25
14113,https://data.rkd.nl/artists/481216,deathdate,1976-04-14
14114,https://data.rkd.nl/artists/119508,deathdate,2018-01-20
14115,https://data.rkd.nl/artists/357746,deathdate,1679-02-24
14116,https://data.rkd.nl/artists/449704,deathdate,1753-02-09
14117,https://data.rkd.nl/artists/65045,deathdate,1694-12-02
14118,https://data.rkd.nl/artists/459353,deathdate,1978-11-01
14119,https://data.rkd.nl/artists/90617,deathdate,1937-03-05
14120,https://data.rkd.nl/artists/489440,deathdate,1914-08-09
14121,https://data.rkd.nl/artists/42099,deathdate,1796-11-08
14122,https://data.rkd.nl/artists/14011,deathdate,2009-10-04
14123,https://data.rkd.nl/artists/255752,deathdate,1950-05-09
14124,https://data.rkd.nl/artists/39917,deathdate,1957-08-18
14125,https://data.rkd.nl/artists/9932,deathdate,2012-05-02
14126,https://data.rkd.nl/artists/235495,deathdate,1964-07-13
14127,https://data.rkd.nl/artists/333640,deathdate,1776-09-06
14128,https://data.rkd.nl/artists/435422,deathdate,1705-10-24
14129,https://data.rkd.nl/artists/58349,deathdate,1966-04-04
14130,https://data.rkd.nl/artists/308090,deathdate,1965-12-30
14131,https://data.rkd.nl/artists/287292,deathdate,1963-10-10
14132,https://data.rkd.nl/artists/31040,deathdate,1663-11-08
14133,https://data.rkd.nl/artists/338481,deathdate,1823-03-14
14134,https://data.rkd.nl/artists/3352,deathdate,2005-06-05
14135,https://data.rkd.nl/artists/80626,deathdate,1816-10-15
14136,https://data.rkd.nl/artists/393925,deathdate,2009-08-03
14137,https://data.rkd.nl/artists/123328,deathdate,1928-09-23
14138,https://data.rkd.nl/artists/482746,deathdate,1951-02-24
14139,https://data.rkd.nl/artists/42262,deathdate,1942-02-11
14140,https://data.rkd.nl/artists/428280,deathdate,1991-11-08
14141,https://data.rkd.nl/artists/113650,deathdate,1936-12-15
14142,https://data.rkd.nl/artists/113725,deathdate,1875-11-25
14143,https://data.rkd.nl/artists/238096,deathdate,1950-11-08
14144,https://data.rkd.nl/artists/267742,deathdate,1994-01-08
14145,https://data.rkd.nl/artists/493995,deathdate,1586-11-08
14146,https://data.rkd.nl/artists/84106,deathdate,1976-12-17
14147,https://data.rkd.nl/artists/14798,deathdate,1979-10-18
14148,https://data.rkd.nl/artists/13513,deathdate,1886-06-04
14149,https://data.rkd.nl/artists/76781,deathdate,1846-07-01
14150,https://data.rkd.nl/artists/247352,deathdate,2015-02-02
14151,https://data.rkd.nl/artists/49488,deathdate,1679-01-12
14152,https://data.rkd.nl/artists/2299,deathdate,1593-07-11
14153,https://data.rkd.nl/artists/492165,deathdate,1960-11-17
14154,https://data.rkd.nl/artists/74160,deathdate,1729-11-16
14155,https://data.rkd.nl/artists/1297,deathdate,1967-04-24
14156,https://data.rkd.nl/artists/110135,deathdate,1995-09-04
14157,https://data.rkd.nl/artists/502154,deathdate,1679-05-08
14158,https://data.rkd.nl/artists/366838,deathdate,1878-01-19
14159,https://data.rkd.nl/artists/15098,deathdate,1913-02-09
14160,https://data.rkd.nl/artists/63391,deathdate,1553-11-08
14161,https://data.rkd.nl/artists/255097,deathdate,2015-12-31
14162,https://data.rkd.nl/artists/5879,deathdate,1979-09-27
14163,https://data.rkd.nl/artists/345298,deathdate,1916-02-08
14164,https://data.rkd.nl/artists/468490,deathdate,1954-03-06
14165,https://data.rkd.nl/artists/69709,deathdate,1603-07-24
14166,https://data.rkd.nl/artists/122193,deathdate,1822-03-15
14167,https://data.rkd.nl/artists/484630,deathdate,1648-12-24
14168,https://data.rkd.nl/artists/343772,deathdate,1955-12-24
14169,https://data.rkd.nl/artists/118548,deathdate,1817-04-19
14170,https://data.rkd.nl/artists/54000,deathdate,1888-01-24
14171,https://data.rkd.nl/artists/117498,deathdate,1970-08-03
14172,https://data.rkd.nl/artists/56040,deathdate,1725-04-10
14173,https://data.rkd.nl/artists/350,deathdate,1794-10-20
14174,https://data.rkd.nl/artists/19315,deathdate,1720-11-08
14175,https://data.rkd.nl/artists/79989,deathdate,1662-11-12
14176,https://data.rkd.nl/artists/469336,deathdate,1787-06-08
14177,https://data.rkd.nl/artists/387695,deathdate,2012-01-21
14178,https://data.rkd.nl/artists/11078,deathdate,1949-11-29
14179,https://data.rkd.nl/artists/16157,deathdate,1844-11-08
14180,https://data.rkd.nl/artists/25661,deathdate,1982-01-01
14181,https://data.rkd.nl/artists/73846,deathdate,1957-11-08
14182,https://data.rkd.nl/artists/287701,deathdate,1798-11-08
14183,https://data.rkd.nl/artists/133745,deathdate,2012-10-30
14184,https://data.rkd.nl/artists/92758,deathdate,1727-10-24
14185,https://data.rkd.nl/artists/48648,deathdate,1945-04-02
14186,https://data.rkd.nl/artists/306314,deathdate,1845-03-11
14187,https://data.rkd.nl/artists/4319,deathdate,1348-11-08
14188,https://data.rkd.nl/artists/480636,deathdate,1834-08-15
14189,https://data.rkd.nl/artists/68811,deathdate,1871-11-27
14190,https://data.rkd.nl/artists/500665,deathdate,1769-04-06
14191,https://data.rkd.nl/artists/127425,deathdate,1950-08-26
14192,https://data.rkd.nl/artists/243923,deathdate,2000-12-23
14193,https://data.rkd.nl/artists/377380,deathdate,1972-11-08
14194,https://data.rkd.nl/artists/325312,deathdate,1824-07-31
14195,https://data.rkd.nl/artists/64155,deathdate,1626-05-14
14196,https://data.rkd.nl/artists/505346,deathdate,1641-08-14
14197,https://data.rkd.nl/artists/12196,deathdate,1664-05-11
14198,https://data.rkd.nl/artists/229133,deathdate,1987-11-08
14199,https://data.rkd.nl/artists/428977,deathdate,1934-12-31
14200,https://data.rkd.nl/artists/221989,deathdate,1987-01-20
14201,https://data.rkd.nl/artists/416086,deathdate,2009-05-05
14202,https://data.rkd.nl/artists/490123,deathdate,1856-05-19
14203,https://data.rkd.nl/artists/900,deathdate,2017-12-22
14204,https://data.rkd.nl/artists/62174,deathdate,1931-08-29
14205,https://data.rkd.nl/artists/19069,deathdate,1635-03-17
14206,https://data.rkd.nl/artists/289778,deathdate,1917-12-21
14207,https://data.rkd.nl/artists/68017,deathdate,2019-04-16
14208,https://data.rkd.nl/artists/430107,deathdate,1970-11-14
14209,https://data.rkd.nl/artists/62196,deathdate,2019-11-08
14210,https://data.rkd.nl/artists/71941,deathdate,1879-05-15
14211,https://data.rkd.nl/artists/366596,deathdate,1896-06-17
14212,https://data.rkd.nl/artists/51782,deathdate,1928-12-10
14213,https://data.rkd.nl/artists/46597,deathdate,1822-06-11
14214,https://data.rkd.nl/artists/32514,deathdate,1944-05-14
14215,https://data.rkd.nl/artists/76450,deathdate,1983-09-17
14216,https://data.rkd.nl/artists/38563,deathdate,1981-11-08
14217,https://data.rkd.nl/artists/33505,deathdate,1614-04-07
14218,https://data.rkd.nl/artists/80494,deathdate,1977-11-25
14219,https://data.rkd.nl/artists/18350,deathdate,1450-08-19
14220,https://data.rkd.nl/artists/415785,deathdate,1830-12-12
14221,https://data.rkd.nl/artists/18009,deathdate,1895-11-08
14222,https://data.rkd.nl/artists/17218,deathdate,1993-06-08
14223,https://data.rkd.nl/artists/267608,deathdate,2003-04-09
14224,https://data.rkd.nl/artists/10431,deathdate,1961-11-16
14225,https://data.rkd.nl/artists/7405,deathdate,1972-11-08
14226,https://data.rkd.nl/artists/227984,deathdate,1942-01-09
14227,https://data.rkd.nl/artists/73967,deathdate,1619-03-08
14228,https://data.rkd.nl/artists/460545,deathdate,1703-05-15
14229,https://data.rkd.nl/artists/473406,deathdate,2023-08-18
14230,https://data.rkd.nl/artists/255259,deathdate,1997-09-04
14231,https://data.rkd.nl/artists/121391,deathdate,1727-09-18
14232,https://data.rkd.nl/artists/32570,deathdate,1889-09-14
14233,https://data.rkd.nl/artists/22230,deathdate,1804-03-19
14234,https://data.rkd.nl/artists/129486,deathdate,1455-12-01
14235,https://data.rkd.nl/artists/427761,deathdate,1745-07-28
14236,https://data.rkd.nl/artists/348552,deathdate,1981-02-15
14237,https://data.rkd.nl/artists/86303,deathdate,1578-08-28
14238,https://data.rkd.nl/artists/68332,deathdate,1965-04-13
14239,https://data.rkd.nl/artists/8408,deathdate,1941-10-13
14240,https://data.rkd.nl/artists/41218,deathdate,1983-02-08
14241,https://data.rkd.nl/artists/28013,deathdate,1941-12-03
14242,https://data.rkd.nl/artists/48408,deathdate,2005-01-04
14243,https://data.rkd.nl/artists/207807,deathdate,2000-05-11
14244,https://data.rkd.nl/artists/58234,deathdate,1988-02-11
14245,https://data.rkd.nl/artists/244731,deathdate,1993-11-01
14246,https://data.rkd.nl/artists/134969,deathdate,2007-10-08
14247,https://data.rkd.nl/artists/436240,deathdate,1812-04-22
