,s,p,o
7381,http://www.wikidata.org/entity/Q108032135,birthdate,1845-07-16
7382,http://www.wikidata.org/entity/Q108290451,birthdate,1929-01-31
7383,http://www.wikidata.org/entity/Q108409379,birthdate,1796-07-29
7384,http://www.wikidata.org/entity/Q108453895,birthdate,1924-01-01
7385,http://www.wikidata.org/entity/Q108534200,birthdate,1895-03-09
7386,http://www.wikidata.org/entity/Q108751480,birthdate,1937-03-15
7387,http://www.wikidata.org/entity/Q108798597,birthdate,1894-11-16
7388,http://www.wikidata.org/entity/Q108868798,birthdate,1932-10-10
7389,http://www.wikidata.org/entity/Q108894587,birthdate,1834-12-20
7390,http://www.wikidata.org/entity/Q108913492,birthdate,1898-03-14
7391,http://www.wikidata.org/entity/Q108973506,birthdate,1899-04-13
7392,http://www.wikidata.org/entity/Q108973569,birthdate,1878-02-02
7393,http://www.wikidata.org/entity/Q109100256,birthdate,1918-12-14
7394,http://www.wikidata.org/entity/Q109450560,birthdate,1932-01-11
7395,http://www.wikidata.org/entity/Q109577357,birthdate,1925-01-01
7396,http://www.wikidata.org/entity/Q109617080,birthdate,1891-12-28
7397,http://www.wikidata.org/entity/Q109805424,birthdate,1889-08-09
7398,http://www.wikidata.org/entity/Q110005751,birthdate,1886-04-25
7399,http://www.wikidata.org/entity/Q110081987,birthdate,1812-05-23
7400,http://www.wikidata.org/entity/Q110082516,birthdate,1812-12-01
7401,http://www.wikidata.org/entity/Q110082763,birthdate,1892-05-08
7402,http://www.wikidata.org/entity/Q110082767,birthdate,1886-04-25
7403,http://www.wikidata.org/entity/Q110318991,birthdate,1943-02-21
7404,http://www.wikidata.org/entity/Q110320744,birthdate,1906-01-01
7405,http://www.wikidata.org/entity/Q110701266,birthdate,1877-08-07
7406,http://www.wikidata.org/entity/Q110954475,birthdate,1887-08-04
7407,http://www.wikidata.org/entity/Q110955367,birthdate,1854-03-11
7408,http://www.wikidata.org/entity/Q111324043,birthdate,1918-04-26
7409,http://www.wikidata.org/entity/Q111333976,birthdate,1916-01-01
7410,http://www.wikidata.org/entity/Q111334050,birthdate,1898-03-13
7411,http://www.wikidata.org/entity/Q111334094,birthdate,1906-08-10
7412,http://www.wikidata.org/entity/Q111422906,birthdate,1903-03-08
7413,http://www.wikidata.org/entity/Q111441876,birthdate,1894-07-28
7414,http://www.wikidata.org/entity/Q111443121,birthdate,1892-10-11
7415,http://www.wikidata.org/entity/Q111444453,birthdate,1900-06-01
7416,http://www.wikidata.org/entity/Q111444731,birthdate,1875-03-06
7417,http://www.wikidata.org/entity/Q111494568,birthdate,1889-04-22
7418,http://www.wikidata.org/entity/Q111499720,birthdate,1881-07-23
7419,http://www.wikidata.org/entity/Q100595856,birthdate,1904-06-07
7420,http://www.wikidata.org/entity/Q100597309,birthdate,1906-01-01
7421,http://www.wikidata.org/entity/Q100598234,birthdate,1897-10-27
7422,http://www.wikidata.org/entity/Q104126117,birthdate,1841-01-01
7423,http://www.wikidata.org/entity/Q104245460,birthdate,1928-10-21
7424,http://www.wikidata.org/entity/Q104298617,birthdate,1898-03-10
7425,http://www.wikidata.org/entity/Q104300553,birthdate,1884-01-01
7426,http://www.wikidata.org/entity/Q104302187,birthdate,1847-08-07
7427,http://www.wikidata.org/entity/Q104302188,birthdate,1863-12-26
7428,http://www.wikidata.org/entity/Q104834635,birthdate,1910-02-06
7429,http://www.wikidata.org/entity/Q104843609,birthdate,1948-02-07
7430,http://www.wikidata.org/entity/Q105521912,birthdate,1922-03-22
7431,http://www.wikidata.org/entity/Q106485943,birthdate,1876-02-04
7432,http://www.wikidata.org/entity/Q106526011,birthdate,1860-06-25
7433,http://www.wikidata.org/entity/Q106590737,birthdate,1874-01-21
7434,http://www.wikidata.org/entity/Q106689061,birthdate,1855-07-01
7435,http://www.wikidata.org/entity/Q106693848,birthdate,1863-05-18
7436,http://www.wikidata.org/entity/Q106694515,birthdate,1896-12-12
7437,http://www.wikidata.org/entity/Q106694786,birthdate,1881-11-02
7438,http://www.wikidata.org/entity/Q107094080,birthdate,1924-11-02
7439,http://www.wikidata.org/entity/Q107119603,birthdate,1880-02-08
7440,http://www.wikidata.org/entity/Q110850626,birthdate,1883-05-02
7441,http://www.wikidata.org/entity/Q111500069,birthdate,1871-06-24
7442,http://www.wikidata.org/entity/Q111500396,birthdate,1900-09-05
7443,http://www.wikidata.org/entity/Q111500959,birthdate,1877-06-17
7444,http://www.wikidata.org/entity/Q111530725,birthdate,1877-02-06
7445,http://www.wikidata.org/entity/Q111532393,birthdate,1874-01-01
7446,http://www.wikidata.org/entity/Q111535791,birthdate,1890-12-04
7447,http://www.wikidata.org/entity/Q111597860,birthdate,1865-08-01
7448,http://www.wikidata.org/entity/Q111976470,birthdate,1844-03-20
7449,http://www.wikidata.org/entity/Q112042578,birthdate,1913-03-04
7450,http://www.wikidata.org/entity/Q112259313,birthdate,1899-08-17
7451,http://www.wikidata.org/entity/Q112972676,birthdate,1883-06-01
7452,http://www.wikidata.org/entity/Q113016422,birthdate,1944-06-09
7453,http://www.wikidata.org/entity/Q113081578,birthdate,1883-05-19
7454,http://www.wikidata.org/entity/Q113092592,birthdate,1885-12-04
7455,http://www.wikidata.org/entity/Q113288850,birthdate,1908-04-27
7456,http://www.wikidata.org/entity/Q113341552,birthdate,1924-12-12
7457,http://www.wikidata.org/entity/Q113376907,birthdate,1897-04-04
7458,http://www.wikidata.org/entity/Q113459962,birthdate,1919-05-26
7459,http://www.wikidata.org/entity/Q113828904,birthdate,1877-11-04
7460,http://www.wikidata.org/entity/Q113879868,birthdate,1814-11-15
7461,http://www.wikidata.org/entity/Q114313529,birthdate,1922-08-02
7462,http://www.wikidata.org/entity/Q114353689,birthdate,1847-10-25
7463,http://www.wikidata.org/entity/Q114741638,birthdate,1828-03-02
7464,http://www.wikidata.org/entity/Q114763505,birthdate,1906-08-17
7465,http://www.wikidata.org/entity/Q114833789,birthdate,1811-12-13
7466,http://www.wikidata.org/entity/Q115158157,birthdate,1892-01-11
7467,http://www.wikidata.org/entity/Q115170559,birthdate,1915-05-19
7468,http://www.wikidata.org/entity/Q116295967,birthdate,1894-03-05
7469,http://www.wikidata.org/entity/Q116343931,birthdate,1814-01-15
7470,http://www.wikidata.org/entity/Q116396032,birthdate,1829-05-20
7471,http://www.wikidata.org/entity/Q116453798,birthdate,1903-08-03
7472,http://www.wikidata.org/entity/Q116547018,birthdate,1934-09-07
7473,http://www.wikidata.org/entity/Q116741965,birthdate,1915-04-12
7474,http://www.wikidata.org/entity/Q105964086,birthdate,1907-01-15
7475,http://www.wikidata.org/entity/Q106027819,birthdate,1889-12-08
7476,http://www.wikidata.org/entity/Q106027819,birthdate,1921-05-02
7477,http://www.wikidata.org/entity/Q106397542,birthdate,1860-04-16
7478,http://www.wikidata.org/entity/Q106397916,birthdate,1952-07-22
7479,http://www.wikidata.org/entity/Q106397975,birthdate,1910-03-08
7480,http://www.wikidata.org/entity/Q106644207,birthdate,1951-01-01
7481,http://www.wikidata.org/entity/Q106685548,birthdate,1943-11-25
7482,http://www.wikidata.org/entity/Q106688912,birthdate,1851-05-14
7483,http://www.wikidata.org/entity/Q106798790,birthdate,1850-02-28
7484,http://www.wikidata.org/entity/Q106799772,birthdate,1880-01-01
7485,http://www.wikidata.org/entity/Q106799801,birthdate,1946-06-13
7486,http://www.wikidata.org/entity/Q106800345,birthdate,1863-02-05
7487,http://www.wikidata.org/entity/Q107276512,birthdate,1917-08-07
7488,http://www.wikidata.org/entity/Q107276566,birthdate,1880-09-02
7489,http://www.wikidata.org/entity/Q107276703,birthdate,1838-08-10
7490,http://www.wikidata.org/entity/Q107637487,birthdate,1893-08-19
7491,http://www.wikidata.org/entity/Q107642643,birthdate,1903-02-03
7492,http://www.wikidata.org/entity/Q107647445,birthdate,1927-04-26
7493,http://www.wikidata.org/entity/Q107647463,birthdate,1898-01-01
7494,http://www.wikidata.org/entity/Q107647493,birthdate,1920-11-16
7495,http://www.wikidata.org/entity/Q107649217,birthdate,1922-08-23
7496,http://www.wikidata.org/entity/Q108655846,birthdate,1906-12-16
7497,http://www.wikidata.org/entity/Q108656363,birthdate,1854-01-30
7498,http://www.wikidata.org/entity/Q108656477,birthdate,1898-11-14
7499,http://www.wikidata.org/entity/Q108656821,birthdate,1906-10-06
7500,http://www.wikidata.org/entity/Q108657077,birthdate,1917-09-16
7501,http://www.wikidata.org/entity/Q113642624,birthdate,1932-02-21
7502,http://www.wikidata.org/entity/Q115470739,birthdate,1920-06-19
7503,http://www.wikidata.org/entity/Q115564173,birthdate,1861-05-25
7504,http://www.wikidata.org/entity/Q115625081,birthdate,1810-12-05
7505,http://www.wikidata.org/entity/Q116770458,birthdate,1591-01-01
7506,http://www.wikidata.org/entity/Q116920808,birthdate,1852-02-09
7507,http://www.wikidata.org/entity/Q116926209,birthdate,1892-07-10
7508,http://www.wikidata.org/entity/Q117466211,birthdate,1912-06-02
7509,http://www.wikidata.org/entity/Q117662770,birthdate,1938-06-18
7510,http://www.wikidata.org/entity/Q117707810,birthdate,1832-06-10
7511,http://www.wikidata.org/entity/Q117745016,birthdate,1920-01-18
7512,http://www.wikidata.org/entity/Q117829096,birthdate,1855-01-01
7513,http://www.wikidata.org/entity/Q118678099,birthdate,1924-02-14
7514,http://www.wikidata.org/entity/Q118720008,birthdate,1881-01-18
7515,http://www.wikidata.org/entity/Q118895937,birthdate,1848-09-23
7516,http://www.wikidata.org/entity/Q119013580,birthdate,1849-02-17
7517,http://www.wikidata.org/entity/Q119960952,birthdate,1899-05-05
7518,http://www.wikidata.org/entity/Q120766926,birthdate,1897-04-25
7519,http://www.wikidata.org/entity/Q120799687,birthdate,1875-01-01
7520,http://www.wikidata.org/entity/Q122848036,birthdate,1875-06-26
7521,http://www.wikidata.org/entity/Q123139700,birthdate,1912-01-02
7522,http://www.wikidata.org/entity/Q123177660,birthdate,1869-11-23
7523,http://www.wikidata.org/entity/Q123177690,birthdate,1842-05-31
7524,http://www.wikidata.org/entity/Q123203267,birthdate,1887-01-01
7525,http://www.wikidata.org/entity/Q123248735,birthdate,1893-04-03
7526,http://www.wikidata.org/entity/Q108147266,birthdate,1867-01-01
7527,http://www.wikidata.org/entity/Q108147266,birthdate,1867-01-23
7528,http://www.wikidata.org/entity/Q108427398,birthdate,1897-06-04
7529,http://www.wikidata.org/entity/Q108453797,birthdate,1897-12-22
7530,http://www.wikidata.org/entity/Q108453803,birthdate,1908-04-24
7531,http://www.wikidata.org/entity/Q108453886,birthdate,1940-11-02
7532,http://www.wikidata.org/entity/Q108453908,birthdate,1856-10-17
7533,http://www.wikidata.org/entity/Q108453973,birthdate,1918-05-09
7534,http://www.wikidata.org/entity/Q108533527,birthdate,1879-09-29
7535,http://www.wikidata.org/entity/Q108533524,birthdate,1924-04-24
7536,http://www.wikidata.org/entity/Q108533537,birthdate,1923-05-30
7537,http://www.wikidata.org/entity/Q108533554,birthdate,1920-08-01
7538,http://www.wikidata.org/entity/Q108533595,birthdate,1906-03-10
7539,http://www.wikidata.org/entity/Q108533599,birthdate,1905-11-18
7540,http://www.wikidata.org/entity/Q108533631,birthdate,1902-04-01
7541,http://www.wikidata.org/entity/Q108533628,birthdate,1918-10-27
7542,http://www.wikidata.org/entity/Q108533718,birthdate,1914-09-10
7543,http://www.wikidata.org/entity/Q108533717,birthdate,1900-01-02
7544,http://www.wikidata.org/entity/Q108533776,birthdate,1882-10-31
7545,http://www.wikidata.org/entity/Q108533981,birthdate,1916-04-08
7546,http://www.wikidata.org/entity/Q108534011,birthdate,1886-04-12
7547,http://www.wikidata.org/entity/Q108534073,birthdate,1927-07-23
7548,http://www.wikidata.org/entity/Q108534096,birthdate,1912-06-24
7549,http://www.wikidata.org/entity/Q108534152,birthdate,1927-12-02
7550,http://www.wikidata.org/entity/Q108534192,birthdate,1879-05-22
7551,http://www.wikidata.org/entity/Q108732585,birthdate,1923-09-23
7552,http://www.wikidata.org/entity/Q108732614,birthdate,1882-04-07
7553,http://www.wikidata.org/entity/Q108798772,birthdate,1862-10-05
7554,http://www.wikidata.org/entity/Q108800175,birthdate,1895-06-01
7555,http://www.wikidata.org/entity/Q108910903,birthdate,1872-05-29
7556,http://www.wikidata.org/entity/Q108922409,birthdate,1906-01-01
7557,http://www.wikidata.org/entity/Q108936098,birthdate,1979-01-21
7558,http://www.wikidata.org/entity/Q118137161,birthdate,1931-05-31
7559,http://www.wikidata.org/entity/Q118143501,birthdate,1927-06-16
7560,http://www.wikidata.org/entity/Q118143991,birthdate,1884-03-06
7561,http://www.wikidata.org/entity/Q118151642,birthdate,1915-12-19
7562,http://www.wikidata.org/entity/Q118189678,birthdate,1785-01-01
7563,http://www.wikidata.org/entity/Q118189678,birthdate,1788-01-05
7564,http://www.wikidata.org/entity/Q118213698,birthdate,1887-11-08
7565,http://www.wikidata.org/entity/Q118347081,birthdate,1887-02-19
7566,http://www.wikidata.org/entity/Q118356884,birthdate,1895-07-10
7567,http://www.wikidata.org/entity/Q120437044,birthdate,1847-12-30
7568,http://www.wikidata.org/entity/Q120965874,birthdate,1886-06-11
7569,http://www.wikidata.org/entity/Q120987109,birthdate,1839-03-06
7570,http://www.wikidata.org/entity/Q121071203,birthdate,1840-05-21
7571,http://www.wikidata.org/entity/Q121436734,birthdate,1926-01-07
7572,http://www.wikidata.org/entity/Q121507227,birthdate,1918-03-21
7573,http://www.wikidata.org/entity/Q123374655,birthdate,1762-11-11
7574,http://www.wikidata.org/entity/Q123402663,birthdate,1894-11-30
7575,http://www.wikidata.org/entity/Q124316381,birthdate,1861-04-09
7576,http://www.wikidata.org/entity/Q124378214,birthdate,1861-05-21
7577,http://www.wikidata.org/entity/Q124419322,birthdate,1918-09-17
7578,http://www.wikidata.org/entity/Q124419794,birthdate,1854-10-02
7579,http://www.wikidata.org/entity/Q108779737,birthdate,1904-10-23
7580,http://www.wikidata.org/entity/Q108779799,birthdate,1878-07-01
7581,http://www.wikidata.org/entity/Q108796209,birthdate,1859-04-28
7582,http://www.wikidata.org/entity/Q108973267,birthdate,1925-09-22
7583,http://www.wikidata.org/entity/Q108974046,birthdate,1911-04-06
7584,http://www.wikidata.org/entity/Q109075251,birthdate,1874-10-09
7585,http://www.wikidata.org/entity/Q109462438,birthdate,1927-12-11
7586,http://www.wikidata.org/entity/Q109462482,birthdate,1909-11-15
7587,http://www.wikidata.org/entity/Q109632688,birthdate,1856-01-06
7588,http://www.wikidata.org/entity/Q109742625,birthdate,1859-05-13
7589,http://www.wikidata.org/entity/Q109742704,birthdate,1892-01-01
7590,http://www.wikidata.org/entity/Q109939307,birthdate,1878-01-01
7591,http://www.wikidata.org/entity/Q109939307,birthdate,1888-09-17
7592,http://www.wikidata.org/entity/Q109939454,birthdate,1914-11-22
7593,http://www.wikidata.org/entity/Q109939459,birthdate,1855-11-26
7594,http://www.wikidata.org/entity/Q109939650,birthdate,1874-05-29
7595,http://www.wikidata.org/entity/Q109939711,birthdate,1910-12-13
7596,http://www.wikidata.org/entity/Q109939750,birthdate,1948-09-18
7597,http://www.wikidata.org/entity/Q109939835,birthdate,1903-11-09
7598,http://www.wikidata.org/entity/Q109939837,birthdate,1910-12-15
7599,http://www.wikidata.org/entity/Q110081760,birthdate,1863-10-24
7600,http://www.wikidata.org/entity/Q111268344,birthdate,1880-06-28
7601,http://www.wikidata.org/entity/Q111268358,birthdate,1879-12-15
7602,http://www.wikidata.org/entity/Q111334039,birthdate,1865-01-01
7603,http://www.wikidata.org/entity/Q111334102,birthdate,1932-07-23
7604,http://www.wikidata.org/entity/Q111334115,birthdate,1945-04-12
7605,http://www.wikidata.org/entity/Q111971626,birthdate,1937-05-11
7606,http://www.wikidata.org/entity/Q111971628,birthdate,1935-04-09
7607,http://www.wikidata.org/entity/Q111971638,birthdate,1912-01-01
7608,http://www.wikidata.org/entity/Q111971739,birthdate,1930-01-01
7609,http://www.wikidata.org/entity/Q112977249,birthdate,1943-02-20
7610,http://www.wikidata.org/entity/Q113486757,birthdate,1825-07-20
7611,http://www.wikidata.org/entity/Q113681627,birthdate,1921-12-30
7612,http://www.wikidata.org/entity/Q114669031,birthdate,1883-10-07
7613,http://www.wikidata.org/entity/Q114797479,birthdate,1860-01-01
7614,http://www.wikidata.org/entity/Q114997779,birthdate,1874-04-20
7615,http://www.wikidata.org/entity/Q115237663,birthdate,1885-10-21
7616,http://www.wikidata.org/entity/Q115624507,birthdate,1877-05-15
7617,http://www.wikidata.org/entity/Q116143359,birthdate,1937-10-30
7618,http://www.wikidata.org/entity/Q116187578,birthdate,1923-07-07
7619,http://www.wikidata.org/entity/Q123486287,birthdate,1857-11-28
7620,http://www.wikidata.org/entity/Q123766079,birthdate,1901-01-23
7621,http://www.wikidata.org/entity/Q124630196,birthdate,1849-11-13
7622,http://www.wikidata.org/entity/Q124705266,birthdate,1878-01-20
7623,http://www.wikidata.org/entity/Q124737114,birthdate,1902-09-08
7624,http://www.wikidata.org/entity/Q124819080,birthdate,1841-03-12
7625,http://www.wikidata.org/entity/Q124901652,birthdate,1857-09-30
7626,http://www.wikidata.org/entity/Q124937051,birthdate,1902-01-01
7627,http://www.wikidata.org/entity/Q124937051,birthdate,1902-03-09
7628,http://www.wikidata.org/entity/Q125023754,birthdate,1864-08-25
7629,http://www.wikidata.org/entity/Q125038326,birthdate,1760-04-01
7630,http://www.wikidata.org/entity/Q125041578,birthdate,1898-01-01
7631,http://www.wikidata.org/entity/Q122855774,birthdate,1935-05-02
7632,http://www.wikidata.org/entity/Q124354934,birthdate,1906-12-10
7633,http://www.wikidata.org/entity/Q124377582,birthdate,1901-03-03
7634,http://www.wikidata.org/entity/Q125292809,birthdate,1943-07-22
7635,http://www.wikidata.org/entity/Q125390108,birthdate,1917-03-09
7636,http://www.wikidata.org/entity/Q125390112,birthdate,1905-11-01
7637,http://www.wikidata.org/entity/Q125390131,birthdate,1894-01-01
7638,http://www.wikidata.org/entity/Q125390131,birthdate,1894-04-24
7639,http://www.wikidata.org/entity/Q125390211,birthdate,1920-03-18
7640,http://www.wikidata.org/entity/Q125390218,birthdate,1922-04-16
7641,http://www.wikidata.org/entity/Q125404073,birthdate,1893-02-26
7642,http://www.wikidata.org/entity/Q125448346,birthdate,1888-07-10
7643,http://www.wikidata.org/entity/Q125561626,birthdate,1879-06-10
7644,http://www.wikidata.org/entity/Q125570357,birthdate,1893-06-20
7645,http://www.wikidata.org/entity/Q125657167,birthdate,1927-01-01
7646,http://www.wikidata.org/entity/Q126033882,birthdate,1912-01-21
7647,http://www.wikidata.org/entity/Q126164037,birthdate,1915-01-31
7648,http://www.wikidata.org/entity/Q126280185,birthdate,1880-01-20
7649,http://www.wikidata.org/entity/Q126423867,birthdate,1964-02-09
7650,http://www.wikidata.org/entity/Q126436740,birthdate,1901-01-01
7651,http://www.wikidata.org/entity/Q126454439,birthdate,1923-07-20
7652,http://www.wikidata.org/entity/Q126484890,birthdate,1876-03-09
7653,http://www.wikidata.org/entity/Q127056928,birthdate,1899-04-07
7654,http://www.wikidata.org/entity/Q127165354,birthdate,1923-04-12
7655,http://www.wikidata.org/entity/Q127165404,birthdate,1900-10-21
7656,http://www.wikidata.org/entity/Q127166335,birthdate,1921-05-20
7657,http://www.wikidata.org/entity/Q128942290,birthdate,1872-03-16
7658,http://www.wikidata.org/entity/Q129668960,birthdate,1834-03-22
7659,http://www.wikidata.org/entity/Q129678692,birthdate,1888-03-26
7660,http://www.wikidata.org/entity/Q130220570,birthdate,1886-03-30
7661,http://www.wikidata.org/entity/Q130220574,birthdate,1888-07-02
7662,http://www.wikidata.org/entity/Q130220591,birthdate,1899-05-03
7663,http://www.wikidata.org/entity/Q130220612,birthdate,1898-08-12
7664,http://www.wikidata.org/entity/Q130220622,birthdate,1909-12-01
7665,http://www.wikidata.org/entity/Q130220655,birthdate,1897-02-15
7666,http://www.wikidata.org/entity/Q130220700,birthdate,1885-04-04
7667,http://www.wikidata.org/entity/Q130232419,birthdate,1937-01-14
7668,http://www.wikidata.org/entity/Q130248747,birthdate,1902-06-20
7669,http://www.wikidata.org/entity/Q130647298,birthdate,1879-11-28
7670,http://www.wikidata.org/entity/Q160422,deathdate,1931-03-07
7671,http://www.wikidata.org/entity/Q447182,deathdate,1999-01-09
7672,http://www.wikidata.org/entity/Q79000,deathdate,1943-10-09
7673,http://www.wikidata.org/entity/Q117259,deathdate,1637-01-01
7674,http://www.wikidata.org/entity/Q118476,deathdate,1907-03-23
7675,http://www.wikidata.org/entity/Q126499,deathdate,1927-01-25
7676,http://www.wikidata.org/entity/Q132142,deathdate,1903-07-21
7677,http://www.wikidata.org/entity/Q132305,deathdate,1997-03-19
7678,http://www.wikidata.org/entity/Q153890,deathdate,1988-12-21
7679,http://www.wikidata.org/entity/Q160435,deathdate,1964-06-25
7680,http://www.wikidata.org/entity/Q174655,deathdate,1958-11-13
7681,http://www.wikidata.org/entity/Q213082,deathdate,1880-11-08
7682,http://www.wikidata.org/entity/Q318816,deathdate,1934-08-12
7683,http://www.wikidata.org/entity/Q330854,deathdate,1675-12-01
7684,http://www.wikidata.org/entity/Q336965,deathdate,2012-07-15
7685,http://www.wikidata.org/entity/Q358303,deathdate,1991-10-27
7686,http://www.wikidata.org/entity/Q367968,deathdate,1626-12-13
7687,http://www.wikidata.org/entity/Q368053,deathdate,1722-11-12
7688,http://www.wikidata.org/entity/Q372910,deathdate,1676-09-15
7689,http://www.wikidata.org/entity/Q376104,deathdate,1912-01-12
7690,http://www.wikidata.org/entity/Q458861,deathdate,1932-03-05
7691,http://www.wikidata.org/entity/Q470588,deathdate,1963-04-05
7692,http://www.wikidata.org/entity/Q480473,deathdate,1984-04-09
7693,http://www.wikidata.org/entity/Q510467,deathdate,1991-12-19
7694,http://www.wikidata.org/entity/Q519135,deathdate,1981-02-20
7695,http://www.wikidata.org/entity/Q524197,deathdate,1930-05-28
7696,http://www.wikidata.org/entity/Q529366,deathdate,1977-09-24
7697,http://www.wikidata.org/entity/Q530883,deathdate,1953-02-20
7698,http://www.wikidata.org/entity/Q536951,deathdate,1657-09-13
7699,http://www.wikidata.org/entity/Q538350,deathdate,1574-10-11
7700,http://www.wikidata.org/entity/Q555389,deathdate,2019-09-01
7701,http://www.wikidata.org/entity/Q555389,deathdate,2019-09-19
7702,http://www.wikidata.org/entity/Q559440,deathdate,1945-04-10
7703,http://www.wikidata.org/entity/Q560756,deathdate,1974-04-06
7704,http://www.wikidata.org/entity/Q585177,deathdate,1990-06-17
7705,http://www.wikidata.org/entity/Q1397864,deathdate,1999-06-08
7706,http://www.wikidata.org/entity/Q1569594,deathdate,1985-01-01
7707,http://www.wikidata.org/entity/Q1583336,deathdate,1991-08-19
7708,http://www.wikidata.org/entity/Q1610333,deathdate,1965-04-13
7709,http://www.wikidata.org/entity/Q1682227,deathdate,1957-05-08
7710,http://www.wikidata.org/entity/Q1697966,deathdate,1932-04-15
7711,http://www.wikidata.org/entity/Q2112601,deathdate,1955-01-25
7712,http://www.wikidata.org/entity/Q2116566,deathdate,1945-05-15
7713,http://www.wikidata.org/entity/Q2584370,deathdate,2005-03-23
7714,http://www.wikidata.org/entity/Q2586201,deathdate,1992-05-15
7715,http://www.wikidata.org/entity/Q2586528,deathdate,2018-11-23
7716,http://www.wikidata.org/entity/Q2634884,deathdate,1917-08-28
7717,http://www.wikidata.org/entity/Q2634884,deathdate,1917-12-28
7718,http://www.wikidata.org/entity/Q2637384,deathdate,1927-06-01
7719,http://www.wikidata.org/entity/Q2641964,deathdate,1672-01-01
7720,http://www.wikidata.org/entity/Q2641964,deathdate,1672-12-30
7721,http://www.wikidata.org/entity/Q2781930,deathdate,1940-09-03
7722,http://www.wikidata.org/entity/Q1470,deathdate,1972-03-27
7723,http://www.wikidata.org/entity/Q59620,deathdate,1638-03-06
7724,http://www.wikidata.org/entity/Q237268,deathdate,2016-06-18
7725,http://www.wikidata.org/entity/Q238616,deathdate,1989-06-28
7726,http://www.wikidata.org/entity/Q249119,deathdate,1920-11-23
7727,http://www.wikidata.org/entity/Q442228,deathdate,1972-01-12
7728,http://www.wikidata.org/entity/Q442484,deathdate,1638-11-11
7729,http://www.wikidata.org/entity/Q444571,deathdate,1999-01-14
7730,http://www.wikidata.org/entity/Q559443,deathdate,1635-01-01
7731,http://www.wikidata.org/entity/Q560719,deathdate,1949-01-20
7732,http://www.wikidata.org/entity/Q560731,deathdate,1704-03-17
7733,http://www.wikidata.org/entity/Q560746,deathdate,1687-03-28
7734,http://www.wikidata.org/entity/Q704729,deathdate,1967-07-18
7735,http://www.wikidata.org/entity/Q770179,deathdate,1989-09-30
7736,http://www.wikidata.org/entity/Q785355,deathdate,1629-05-06
7737,http://www.wikidata.org/entity/Q959097,deathdate,1944-03-11
7738,http://www.wikidata.org/entity/Q962993,deathdate,1949-05-06
7739,http://www.wikidata.org/entity/Q964731,deathdate,1999-10-11
7740,http://www.wikidata.org/entity/Q1131710,deathdate,1967-04-24
7741,http://www.wikidata.org/entity/Q1776659,deathdate,2023-12-06
7742,http://www.wikidata.org/entity/Q1812135,deathdate,1936-04-25
7743,http://www.wikidata.org/entity/Q1812135,deathdate,1936-04-26
7744,http://www.wikidata.org/entity/Q1812275,deathdate,2017-06-13
7745,http://www.wikidata.org/entity/Q1813557,deathdate,1888-08-15
7746,http://www.wikidata.org/entity/Q1818939,deathdate,1940-09-28
7747,http://www.wikidata.org/entity/Q1822768,deathdate,1978-09-26
7748,http://www.wikidata.org/entity/Q1828686,deathdate,1976-07-11
7749,http://www.wikidata.org/entity/Q1920364,deathdate,2007-05-12
7750,http://www.wikidata.org/entity/Q1925023,deathdate,1987-02-20
7751,http://www.wikidata.org/entity/Q1960788,deathdate,1994-12-11
7752,http://www.wikidata.org/entity/Q1961074,deathdate,1921-01-03
7753,http://www.wikidata.org/entity/Q1970102,deathdate,2018-09-25
7754,http://www.wikidata.org/entity/Q1971976,deathdate,1921-02-05
7755,http://www.wikidata.org/entity/Q1980746,deathdate,1931-06-08
7756,http://www.wikidata.org/entity/Q1981235,deathdate,1901-01-12
7757,http://www.wikidata.org/entity/Q2024284,deathdate,1956-01-22
7758,http://www.wikidata.org/entity/Q2029568,deathdate,1942-12-13
7759,http://www.wikidata.org/entity/Q2073966,deathdate,1956-07-26
7760,http://www.wikidata.org/entity/Q2075001,deathdate,1959-12-07
7761,http://www.wikidata.org/entity/Q2094359,deathdate,1933-09-24
7762,http://www.wikidata.org/entity/Q2104043,deathdate,2007-05-22
7763,http://www.wikidata.org/entity/Q2104344,deathdate,1962-11-03
7764,http://www.wikidata.org/entity/Q2591911,deathdate,1976-02-25
7765,http://www.wikidata.org/entity/Q2606821,deathdate,1926-11-19
7766,http://www.wikidata.org/entity/Q2608596,deathdate,1956-12-13
7767,http://www.wikidata.org/entity/Q2654756,deathdate,1978-11-29
7768,http://www.wikidata.org/entity/Q2673745,deathdate,1955-12-11
7769,http://www.wikidata.org/entity/Q2674165,deathdate,2015-11-30
7770,http://www.wikidata.org/entity/Q2681376,deathdate,1902-04-04
7771,http://www.wikidata.org/entity/Q2681913,deathdate,1996-05-07
7772,http://www.wikidata.org/entity/Q2685198,deathdate,2010-11-06
7773,http://www.wikidata.org/entity/Q2710856,deathdate,1945-04-02
7774,http://www.wikidata.org/entity/Q2717011,deathdate,1992-12-30
7775,http://www.wikidata.org/entity/Q249985,deathdate,2024-05-28
7776,http://www.wikidata.org/entity/Q255347,deathdate,1869-08-01
7777,http://www.wikidata.org/entity/Q304915,deathdate,1661-08-09
7778,http://www.wikidata.org/entity/Q474308,deathdate,1801-07-04
7779,http://www.wikidata.org/entity/Q481253,deathdate,1880-02-16
7780,http://www.wikidata.org/entity/Q509669,deathdate,2009-07-05
7781,http://www.wikidata.org/entity/Q509669,deathdate,2009-07-06
